"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: impl","Param: payloadType","Param: seed","Param: size","Param: testType","Param: threads"
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,53966.998586,701.468230,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,51251.031503,646.769735,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,38204.597705,535.809079,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,27902.155193,336.491391,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,2957.006413,85.331369,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,264.921134,8.889313,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,20110.526148,137.296312,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,19201.814158,477.658318,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,9196.643210,118.570109,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,5282.899324,82.566371,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,589.334741,9.422731,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,69.409532,1.061739,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,52553.466481,623.884341,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,51483.624957,368.664640,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,39876.130450,265.071780,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,29239.535782,289.163182,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,3336.568832,93.805093,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,260.037470,15.804042,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,28217.721555,200.660571,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,26686.768406,275.712083,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,15581.238142,135.335024,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,9688.147193,120.662207,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,1179.576946,17.093373,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,132.081576,2.167983,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,39123.239757,444.304807,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,37713.880777,244.517379,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,24964.286669,325.486170,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,17155.931707,242.583516,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,2111.450095,32.601366,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,228.524931,6.176113,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,16646.745636,119.823002,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,15356.102274,97.601285,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,6949.122369,90.756484,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,3920.961540,29.724614,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,366.333086,13.064039,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,37.953574,1.374574,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,53861.119058,130.468313,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,52346.077100,287.392166,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,41152.465945,408.364369,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,34507.643536,87.803497,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,5438.421152,75.980625,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,476.293079,35.682937,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,22343.358875,318.993600,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,21003.028512,110.729762,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,11588.678948,114.945294,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,6990.423322,54.098888,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,655.830142,12.633475,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,65.158691,1.614045,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,72540.091190,1550.221155,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,74065.495225,570.252393,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,63353.193880,506.115948,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,53007.499029,696.952445,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,8086.080028,606.292155,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,513.860849,73.748297,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,29680.733600,306.550151,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,128,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,28605.752803,178.333090,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1024,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,18262.732543,162.462093,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,8192,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,11596.470088,114.632016,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,1171.311500,11.903163,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,113.239795,3.605352,"ops/s",ONLINE_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,12968.087383,55.875469,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,12962.618860,409.561414,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,5517.642392,51.365861,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,3115.170513,22.417280,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,384.018046,9.770177,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,41.420408,1.830573,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,46489.871013,498.384696,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,45279.385538,527.811680,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,36266.687391,628.864121,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,31156.995828,248.962874,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,5159.942395,89.843819,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,428.891257,29.635967,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,17805.215061,455.445391,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,16030.150405,65.729970,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,9067.159914,60.890913,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,5670.649360,32.808384,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,724.339241,11.383755,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,70.250182,1.571849,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,65439.432282,1244.291014,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,65685.487538,540.257964,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,56444.870114,594.347966,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,47724.531469,605.716563,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,8503.014236,385.827486,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,502.894992,97.029146,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,23814.879974,212.213378,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,22381.766380,68.068715,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,15589.121490,80.410949,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,10141.159943,71.446239,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,1417.402763,14.710179,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,132.979304,5.880223,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,33509.904200,288.659707,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,32614.707123,190.866144,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,23742.070116,544.973114,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,17923.130214,129.903107,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,2721.478051,31.491437,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,251.068577,13.659651,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,9813.125007,57.176883,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,9517.554450,49.083467,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,2715.889973,36.915233,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,1324.114796,10.123305,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,150.558206,3.028026,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,16.030678,0.753386,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,35156.296103,111.948854,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,33293.076188,170.381837,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,23804.411968,230.160830,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,16305.741507,46.439183,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,2186.438917,37.177695,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,167.346086,10.147061,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,13223.906528,20.611147,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,11659.157626,181.762729,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,4800.829587,21.013076,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,2527.628254,31.217292,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,290.653437,4.776378,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,26.437107,0.891578,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,48424.943476,586.554083,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,47815.611062,1019.745427,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,35470.707664,597.054961,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,27848.171494,156.411620,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,3718.119661,184.543313,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,194.029616,26.244526,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,18412.577089,249.446570,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,16119.943479,77.717420,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,8308.204172,24.172214,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,4841.579731,41.447774,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,567.920104,7.380979,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,52.291168,1.805940,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,25422.601033,325.229246,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,22938.780594,300.555666,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,14265.026628,101.844079,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,8915.777084,37.759978,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,1110.972369,16.181842,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,98.246546,6.166094,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,14868.332385,44.006385,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,14355.518506,51.189714,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,5970.160983,58.014869,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,3327.737869,28.767124,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,418.065043,7.370251,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,45.448661,1.601090,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1048576,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,53048.398409,562.408013,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,128,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,51931.045554,409.003820,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,1024,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,40913.486809,623.223922,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,8192,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,34285.342623,155.715845,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,16384,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,5458.900324,70.700557,"ops/s",WRAPPED_MAP,STRING_DICTIONARY,42,131072,update,16
